post_id,author_id,group_id,is_original,is_stolen,created_at,media_type,text,like_count,comment_count,share_count
780,2956,511,False,True,2024-07-10,video,Content group 511 copied post about topic 11,16,4,2
781,2889,511,False,True,2024-07-15,image,Content group 511 copied post about topic 25,21,2,1
782,1177,512,True,False,2024-08-16,video,Content group 512 original post about topic 11,41,10,6
783,2161,513,True,False,2024-08-07,video,Content group 513 original post about topic 10,61,11,11
784,431,513,False,True,2024-08-10,image,Content group 513 copied post about topic 43,44,9,2
785,745,514,True,False,2024-08-29,video,Content group 514 original post about topic 18,3,0,0
786,622,515,True,False,2024-08-04,video,Content group 515 original post about topic 28,57,12,7
787,114,516,True,False,2024-07-15,video,Content group 516 original post about topic 22,11,2,1
788,47,517,True,False,2024-07-07,video,Content group 517 original post about topic 9,1,0,0
789,1573,518,True,False,2024-07-11,image,Content group 518 original post about topic 22,24,3,1
790,804,519,True,False,2024-07-05,video,Content group 519 original post about topic 6,34,3,2
791,2680,520,True,False,2024-07-22,image,Content group 520 original post about topic 40,13,1,1
792,2670,520,False,True,2024-07-25,video,Content group 520 copied post about topic 35,16,1,2
793,1409,521,True,False,2024-07-29,text,Content group 521 original post about topic 22,4,0,0
794,1474,521,False,True,2024-08-05,image,Content group 521 copied post about topic 13,6,1,0
795,1505,521,False,True,2024-07-31,text,Content group 521 copied post about topic 10,2,0,0
796,1089,521,False,True,2024-07-29,video,Content group 521 copied post about topic 7,3,0,0
797,44,522,True,False,2024-07-13,video,Content group 522 original post about topic 6,15,1,1
798,482,523,True,False,2024-08-22,image,Content group 523 original post about topic 28,28,6,3
799,772,524,True,False,2024-07-03,image,Content group 524 original post about topic 27,85,14,14
800,2214,525,True,False,2024-08-01,image,Content group 525 original post about topic 40,6,1,1
801,2597,526,True,False,2024-07-03,image,Content group 526 original post about topic 34,12,2,1
802,344,527,True,False,2024-07-01,image,Content group 527 original post about topic 19,6,1,0
803,777,528,True,False,2024-07-28,video,Content group 528 original post about topic 27,19,2,3
804,658,529,True,False,2024-08-11,text,Content group 529 original post about topic 33,23,4,3
805,1770,529,False,True,2024-08-19,video,Content group 529 copied post about topic 23,18,2,2
806,1444,530,True,False,2024-08-02,image,Content group 530 original post about topic 36,43,12,2
807,145,531,True,False,2024-07-10,image,Content group 531 original post about topic 2,25,6,1
808,1763,532,True,False,2024-07-14,video,Content group 532 original post about topic 45,30,5,4
809,2690,533,True,False,2024-07-19,image,Content group 533 original post about topic 44,11,3,2
810,2561,534,True,False,2024-07-02,video,Content group 534 original post about topic 2,0,0,0
811,2782,534,False,True,2024-07-04,text,Content group 534 copied post about topic 42,0,0,0
812,2512,534,False,True,2024-07-03,image,Content group 534 copied post about topic 31,0,0,0
813,173,535,True,False,2024-07-25,video,Content group 535 original post about topic 21,22,4,2
814,2487,536,True,False,2024-08-25,video,Content group 536 original post about topic 38,1,0,0
815,989,536,False,True,2024-08-30,text,Content group 536 copied post about topic 44,2,0,0
816,419,537,True,False,2024-07-27,video,Content group 537 original post about topic 10,33,7,4
817,179,537,False,True,2024-08-04,video,Content group 537 copied post about topic 36,29,5,5
818,1930,537,False,True,2024-07-28,video,Content group 537 copied post about topic 35,42,9,4
819,1957,538,True,False,2024-08-17,image,Content group 538 original post about topic 11,10,2,0
820,1402,539,True,False,2024-08-14,video,Content group 539 original post about topic 38,10,1,1
821,813,540,True,False,2024-08-29,video,Content group 540 original post about topic 37,5,0,0
822,1829,540,False,True,2024-09-02,video,Content group 540 copied post about topic 28,7,1,1
823,1252,540,False,True,2024-09-03,image,Content group 540 copied post about topic 1,6,1,1
824,23,540,False,True,2024-09-04,video,Content group 540 copied post about topic 48,4,1,0
825,900,541,True,False,2024-08-10,image,Content group 541 original post about topic 49,17,1,2
826,2675,541,False,True,2024-08-16,video,Content group 541 copied post about topic 6,9,1,0
827,2259,541,False,True,2024-08-14,image,Content group 541 copied post about topic 35,6,1,1
828,1857,541,False,True,2024-08-14,video,Content group 541 copied post about topic 39,10,2,0
829,2159,542,True,False,2024-08-12,video,Content group 542 original post about topic 9,12,2,1
830,901,543,True,False,2024-08-24,text,Content group 543 original post about topic 29,70,15,10
831,862,543,False,True,2024-08-31,image,Content group 543 copied post about topic 3,72,20,8
832,2838,544,True,False,2024-07-08,video,Content group 544 original post about topic 25,20,5,3
833,798,544,False,True,2024-07-09,video,Content group 544 copied post about topic 7,10,2,1
834,1595,544,False,True,2024-07-17,video,Content group 544 copied post about topic 9,10,1,1
835,1590,544,False,True,2024-07-08,video,Content group 544 copied post about topic 37,7,1,1
836,1944,545,True,False,2024-08-08,image,Content group 545 original post about topic 25,17,2,1
837,110,546,True,False,2024-07-02,video,Content group 546 original post about topic 24,9,2,1
838,2032,547,True,False,2024-07-16,image,Content group 547 original post about topic 31,21,2,1
839,1670,547,False,True,2024-07-21,video,Content group 547 copied post about topic 48,21,4,4
840,2573,547,False,True,2024-07-18,image,Content group 547 copied post about topic 41,22,4,1
841,1059,547,False,True,2024-07-21,image,Content group 547 copied post about topic 3,9,2,0
842,1826,548,True,False,2024-07-12,video,Content group 548 original post about topic 42,17,3,1
843,2571,549,True,False,2024-08-17,video,Content group 549 original post about topic 24,14,1,1
844,2322,550,True,False,2024-07-27,video,Content group 550 original post about topic 41,6,1,1
845,2325,551,True,False,2024-08-28,video,Content group 551 original post about topic 33,25,4,2
846,2618,552,True,False,2024-08-17,image,Content group 552 original post about topic 3,5,0,0
847,1688,553,True,False,2024-07-01,text,Content group 553 original post about topic 22,29,8,3
848,1707,553,False,True,2024-07-08,image,Content group 553 copied post about topic 9,29,6,5
849,2863,553,False,True,2024-07-05,video,Content group 553 copied post about topic 4,20,4,2
850,1752,553,False,True,2024-07-08,image,Content group 553 copied post about topic 17,26,5,2
851,2082,554,True,False,2024-07-20,image,Content group 554 original post about topic 34,19,4,2
852,1546,555,True,False,2024-07-30,image,Content group 555 original post about topic 25,3,0,0
853,1407,556,True,False,2024-08-26,video,Content group 556 original post about topic 43,4,0,0
854,617,557,True,False,2024-07-07,video,Content group 557 original post about topic 17,2,0,0
855,259,558,True,False,2024-08-16,image,Content group 558 original post about topic 36,26,4,2
856,2330,559,True,False,2024-07-10,video,Content group 559 original post about topic 8,9,2,0
857,1335,560,True,False,2024-07-27,video,Content group 560 original post about topic 15,43,11,6
858,1893,561,True,False,2024-07-22,image,Content group 561 original post about topic 31,20,3,2
859,1794,562,True,False,2024-08-14,image,Content group 562 original post about topic 14,9,1,1
860,1866,563,True,False,2024-07-30,text,Content group 563 original post about topic 40,8,2,1
861,1551,564,True,False,2024-07-14,video,Content group 564 original post about topic 27,21,2,2
862,2057,564,False,True,2024-07-17,video,Content group 564 copied post about topic 15,18,3,2
863,2481,565,True,False,2024-08-26,video,Content group 565 original post about topic 11,40,7,2
864,2041,566,True,False,2024-07-08,image,Content group 566 original post about topic 46,22,2,2
865,1641,567,True,False,2024-07-03,text,Content group 567 original post about topic 36,37,10,5
866,2827,568,True,False,2024-08-20,video,Content group 568 original post about topic 17,18,2,1
867,2494,569,True,False,2024-08-11,video,Content group 569 original post about topic 48,21,3,1
868,340,570,True,False,2024-07-22,video,Content group 570 original post about topic 14,5,1,0
869,1035,571,True,False,2024-07-12,video,Content group 571 original post about topic 5,5,0,0
870,2688,572,True,False,2024-07-20,image,Content group 572 original post about topic 15,37,8,5
871,609,572,False,True,2024-07-28,video,Content group 572 copied post about topic 24,35,9,6
872,1495,572,False,True,2024-07-28,image,Content group 572 copied post about topic 36,23,5,4
873,2992,573,True,False,2024-07-07,image,Content group 573 original post about topic 48,10,2,0
874,50,573,False,True,2024-07-08,image,Content group 573 copied post about topic 25,4,0,0
875,335,574,True,False,2024-08-01,video,Content group 574 original post about topic 7,12,1,1
876,1016,575,True,False,2024-07-16,image,Content group 575 original post about topic 17,28,4,3
877,2135,576,True,False,2024-07-08,video,Content group 576 original post about topic 32,5,0,0
878,605,577,True,False,2024-07-03,video,Content group 577 original post about topic 2,34,6,2
879,1982,577,False,True,2024-07-05,image,Content group 577 copied post about topic 20,34,6,2
880,1309,577,False,True,2024-07-03,image,Content group 577 copied post about topic 22,24,5,1
881,2310,577,False,True,2024-07-04,image,Content group 577 copied post about topic 12,36,5,6
882,2060,578,True,False,2024-07-16,video,Content group 578 original post about topic 27,10,1,1
883,1810,578,False,True,2024-07-19,video,Content group 578 copied post about topic 33,4,0,0
884,1471,579,True,False,2024-07-18,image,Content group 579 original post about topic 33,57,7,4
885,746,580,True,False,2024-07-19,image,Content group 580 original post about topic 25,9,2,0
886,2466,581,True,False,2024-07-24,video,Content group 581 original post about topic 23,18,4,3
887,1797,582,True,False,2024-08-13,image,Content group 582 original post about topic 24,14,3,2
888,709,583,True,False,2024-08-08,image,Content group 583 original post about topic 36,47,12,4
889,1668,584,True,False,2024-07-10,video,Content group 584 original post about topic 21,10,2,0
890,680,585,True,False,2024-08-08,video,Content group 585 original post about topic 47,6,1,0
891,1439,586,True,False,2024-07-27,image,Content group 586 original post about topic 23,31,3,3
892,2863,586,False,True,2024-07-29,video,Content group 586 copied post about topic 13,19,2,2
893,447,587,True,False,2024-08-13,image,Content group 587 original post about topic 41,6,1,0
894,1923,587,False,True,2024-08-22,image,Content group 587 copied post about topic 13,14,2,2
895,2126,587,False,True,2024-08-13,video,Content group 587 copied post about topic 39,12,2,0
896,1400,587,False,True,2024-08-16,image,Content group 587 copied post about topic 37,7,0,1
897,1225,588,True,False,2024-07-24,text,Content group 588 original post about topic 30,28,3,2
898,1107,589,True,False,2024-08-10,image,Content group 589 original post about topic 42,23,5,2
899,1388,590,True,False,2024-07-14,video,Content group 590 original post about topic 49,27,4,4
900,2156,590,False,True,2024-07-15,text,Content group 590 copied post about topic 42,26,4,4
901,1248,590,False,True,2024-07-19,text,Content group 590 copied post about topic 6,26,3,4
902,126,591,True,False,2024-07-14,video,Content group 591 original post about topic 27,2,0,0
903,2102,592,True,False,2024-07-26,image,Content group 592 original post about topic 10,8,1,1
904,1460,593,True,False,2024-07-26,image,Content group 593 original post about topic 45,17,2,1
905,852,594,True,False,2024-07-17,video,Content group 594 original post about topic 39,25,6,4
906,2940,595,True,False,2024-07-01,image,Content group 595 original post about topic 29,4,0,0
907,1294,596,True,False,2024-07-17,video,Content group 596 original post about topic 34,6,1,0
908,1262,597,True,False,2024-08-02,text,Content group 597 original post about topic 39,32,7,4
909,1454,598,True,False,2024-07-24,video,Content group 598 original post about topic 37,11,3,1
910,2693,599,True,False,2024-08-22,image,Content group 599 original post about topic 31,27,3,4
911,2236,600,True,False,2024-08-25,image,Content group 600 original post about topic 27,20,2,2
912,924,601,True,False,2024-08-11,image,Content group 601 original post about topic 36,5,0,0
913,1492,601,False,True,2024-08-20,image,Content group 601 copied post about topic 29,7,0,1
914,2514,601,False,True,2024-08-17,image,Content group 601 copied post about topic 33,5,0,0
915,1074,602,True,False,2024-07-04,video,Content group 602 original post about topic 36,18,3,2
916,1894,603,True,False,2024-07-28,video,Content group 603 original post about topic 45,27,4,2
917,535,604,True,False,2024-07-07,image,Content group 604 original post about topic 36,3,0,0
918,646,605,True,False,2024-07-24,image,Content group 605 original post about topic 36,20,2,2
919,2008,606,True,False,2024-08-07,video,Content group 606 original post about topic 29,43,12,8
920,2405,607,True,False,2024-08-14,image,Content group 607 original post about topic 10,30,7,1
921,1315,608,True,False,2024-08-24,text,Content group 608 original post about topic 45,29,8,5
922,608,609,True,False,2024-08-28,image,Content group 609 original post about topic 42,50,14,6
923,858,610,True,False,2024-07-03,image,Content group 610 original post about topic 29,7,1,1
924,1106,611,True,False,2024-08-10,image,Content group 611 original post about topic 41,9,2,1
925,226,612,True,False,2024-08-20,video,Content group 612 original post about topic 35,31,5,5
926,16,613,True,False,2024-07-21,video,Content group 613 original post about topic 42,10,2,1
927,566,614,True,False,2024-08-01,image,Content group 614 original post about topic 6,9,2,1
928,2790,615,True,False,2024-08-07,text,Content group 615 original post about topic 13,10,1,0
929,878,616,True,False,2024-08-22,text,Content group 616 original post about topic 47,29,3,2
930,2869,617,True,False,2024-08-28,image,Content group 617 original post about topic 3,13,3,1
931,1746,618,True,False,2024-07-26,video,Content group 618 original post about topic 2,9,1,1
932,2116,619,True,False,2024-08-19,text,Content group 619 original post about topic 25,29,7,2
933,2778,620,True,False,2024-08-14,video,Content group 620 original post about topic 42,9,1,0
934,930,621,True,False,2024-07-30,image,Content group 621 original post about topic 44,27,6,4
935,357,622,True,False,2024-08-13,video,Content group 622 original post about topic 2,57,8,8
936,752,623,True,False,2024-08-28,image,Content group 623 original post about topic 16,48,13,8
937,2758,623,False,True,2024-09-03,text,Content group 623 copied post about topic 8,28,3,1
938,2950,623,False,True,2024-09-01,video,Content group 623 copied post about topic 6,39,10,4
939,1056,624,True,False,2024-07-17,video,Content group 624 original post about topic 37,40,4,3
940,2737,624,False,True,2024-07-17,video,Content group 624 copied post about topic 32,43,4,2
941,2646,624,False,True,2024-07-23,image,Content group 624 copied post about topic 6,28,4,2
942,957,624,False,True,2024-07-19,image,Content group 624 copied post about topic 21,35,5,3
943,1522,625,True,False,2024-07-30,video,Content group 625 original post about topic 42,48,10,3
944,2474,626,True,False,2024-08-01,video,Content group 626 original post about topic 1,10,1,1
945,1273,627,True,False,2024-08-06,video,Content group 627 original post about topic 36,11,2,1
946,1713,628,True,False,2024-07-03,image,Content group 628 original post about topic 31,10,1,0
947,2114,629,True,False,2024-07-14,video,Content group 629 original post about topic 31,7,1,1
948,885,630,True,False,2024-07-02,image,Content group 630 original post about topic 43,26,2,4
949,1814,631,True,False,2024-07-10,image,Content group 631 original post about topic 33,15,2,2
950,1070,631,False,True,2024-07-18,image,Content group 631 copied post about topic 46,7,1,0
951,1281,631,False,True,2024-07-18,text,Content group 631 copied post about topic 17,11,3,2
952,1325,631,False,True,2024-07-15,video,Content group 631 copied post about topic 32,11,3,2
953,1632,632,True,False,2024-08-27,video,Content group 632 original post about topic 6,4,1,0
954,1753,633,True,False,2024-07-03,video,Content group 633 original post about topic 38,20,2,2
955,2283,634,True,False,2024-07-03,image,Content group 634 original post about topic 24,17,4,0
956,802,635,True,False,2024-08-16,image,Content group 635 original post about topic 48,13,3,2
957,2524,636,True,False,2024-08-17,video,Content group 636 original post about topic 16,10,2,1
958,1810,636,False,True,2024-08-22,image,Content group 636 copied post about topic 39,7,1,1
959,2850,636,False,True,2024-08-19,video,Content group 636 copied post about topic 4,9,2,1
960,2190,636,False,True,2024-08-21,image,Content group 636 copied post about topic 8,12,2,2
961,2043,637,True,False,2024-07-19,image,Content group 637 original post about topic 20,60,13,10
962,910,637,False,True,2024-07-28,video,Content group 637 copied post about topic 16,59,10,11
963,210,637,False,True,2024-07-19,image,Content group 637 copied post about topic 1,57,10,5
964,981,637,False,True,2024-07-27,text,Content group 637 copied post about topic 12,32,6,2
965,1777,638,True,False,2024-08-01,image,Content group 638 original post about topic 42,24,4,4
966,1085,638,False,True,2024-08-09,video,Content group 638 copied post about topic 35,26,6,4
967,1378,638,False,True,2024-08-06,image,Content group 638 copied post about topic 12,30,6,2
968,694,639,True,False,2024-08-20,image,Content group 639 original post about topic 19,11,2,1
969,1740,640,True,False,2024-08-19,video,Content group 640 original post about topic 11,8,1,1
970,1196,641,True,False,2024-08-06,image,Content group 641 original post about topic 38,96,28,6
971,921,642,True,False,2024-08-12,text,Content group 642 original post about topic 36,49,11,6
972,2953,643,True,False,2024-07-12,image,Content group 643 original post about topic 46,33,4,6
973,2081,644,True,False,2024-07-05,video,Content group 644 original post about topic 37,21,5,2
974,1509,645,True,False,2024-07-29,video,Content group 645 original post about topic 6,11,1,1
975,160,646,True,False,2024-08-29,image,Content group 646 original post about topic 31,6,0,0
976,1470,647,True,False,2024-08-25,video,Content group 647 original post about topic 26,12,2,1
977,2780,648,True,False,2024-07-27,text,Content group 648 original post about topic 45,10,2,1
978,795,649,True,False,2024-08-28,image,Content group 649 original post about topic 3,25,3,3
979,1168,650,True,False,2024-08-08,video,Content group 650 original post about topic 15,25,4,2
980,1448,651,True,False,2024-08-24,image,Content group 651 original post about topic 29,9,2,1
981,1535,652,True,False,2024-07-30,video,Content group 652 original post about topic 32,7,1,1
982,475,653,True,False,2024-08-20,image,Content group 653 original post about topic 36,7,0,0
983,1258,654,True,False,2024-08-24,image,Content group 654 original post about topic 48,20,5,2
984,957,654,False,True,2024-08-27,text,Content group 654 copied post about topic 17,12,1,0
985,1433,655,True,False,2024-08-17,text,Content group 655 original post about topic 49,54,12,6
986,2783,656,True,False,2024-07-06,text,Content group 656 original post about topic 4,24,3,3
987,744,657,True,False,2024-07-20,video,Content group 657 original post about topic 1,21,4,4
988,2029,658,True,False,2024-07-26,video,Content group 658 original post about topic 10,33,5,3
989,1459,658,False,True,2024-07-26,text,Content group 658 copied post about topic 29,9,2,1
990,1978,658,False,True,2024-08-04,image,Content group 658 copied post about topic 10,22,4,4
991,984,658,False,True,2024-07-26,image,Content group 658 copied post about topic 45,17,3,1
992,930,659,True,False,2024-07-17,image,Content group 659 original post about topic 3,48,13,7
993,2618,660,True,False,2024-07-15,video,Content group 660 original post about topic 38,177,52,28
994,1690,661,True,False,2024-07-30,video,Content group 661 original post about topic 32,5,0,0
995,523,662,True,False,2024-07-22,text,Content group 662 original post about topic 18,51,13,3
996,659,663,True,False,2024-08-23,video,Content group 663 original post about topic 18,3,0,0
997,524,664,True,False,2024-07-04,image,Content group 664 original post about topic 27,9,1,0
998,1075,665,True,False,2024-07-05,image,Content group 665 original post about topic 23,8,1,0
999,2616,665,False,True,2024-07-13,video,Content group 665 copied post about topic 32,4,0,0
1000,1167,665,False,True,2024-07-14,video,Content group 665 copied post about topic 9,5,0,0
1001,2827,666,True,False,2024-07-02,image,Content group 666 original post about topic 26,22,4,3
1002,1813,666,False,True,2024-07-06,image,Content group 666 copied post about topic 38,26,5,2
1003,2746,667,True,False,2024-07-13,text,Content group 667 original post about topic 6,43,5,8
1004,751,668,True,False,2024-07-23,video,Content group 668 original post about topic 17,4,0,0
1005,1609,669,True,False,2024-07-12,video,Content group 669 original post about topic 12,42,12,7
1006,1526,670,True,False,2024-07-06,video,Content group 670 original post about topic 37,31,7,3
1007,1288,670,False,True,2024-07-15,video,Content group 670 copied post about topic 42,11,2,1
1008,2603,671,True,False,2024-07-09,image,Content group 671 original post about topic 27,39,11,5
1009,745,672,True,False,2024-08-01,text,Content group 672 original post about topic 33,35,7,5
1010,1025,672,False,True,2024-08-01,image,Content group 672 copied post about topic 11,21,2,3
1011,1661,673,True,False,2024-07-07,image,Content group 673 original post about topic 8,31,6,1
1012,1782,674,True,False,2024-08-21,text,Content group 674 original post about topic 26,3,0,0
1013,2856,675,True,False,2024-08-11,image,Content group 675 original post about topic 46,17,4,3
1014,2601,675,False,True,2024-08-15,video,Content group 675 copied post about topic 38,5,1,0
1015,1480,676,True,False,2024-08-12,video,Content group 676 original post about topic 44,3,0,0
1016,1855,677,True,False,2024-07-23,image,Content group 677 original post about topic 38,2,0,0
1017,1502,678,True,False,2024-08-10,video,Content group 678 original post about topic 21,7,1,0
1018,632,679,True,False,2024-07-06,video,Content group 679 original post about topic 25,17,2,2
1019,2048,680,True,False,2024-07-24,image,Content group 680 original post about topic 17,47,12,8
1020,2786,681,True,False,2024-07-26,text,Content group 681 original post about topic 3,23,5,1
1021,1026,682,True,False,2024-07-22,image,Content group 682 original post about topic 49,34,3,4
1022,1895,683,True,False,2024-07-20,video,Content group 683 original post about topic 31,11,2,1
1023,922,683,False,True,2024-07-23,video,Content group 683 copied post about topic 5,12,1,2
1024,883,683,False,True,2024-07-29,video,Content group 683 copied post about topic 33,9,2,0
1025,5,684,True,False,2024-08-06,video,Content group 684 original post about topic 22,8,1,0
1026,1460,684,False,True,2024-08-06,video,Content group 684 copied post about topic 45,10,2,1
1027,2751,684,False,True,2024-08-15,image,Content group 684 copied post about topic 22,7,0,0
1028,2709,685,True,False,2024-08-11,video,Content group 685 original post about topic 18,28,4,4
1029,1425,686,True,False,2024-07-04,text,Content group 686 original post about topic 25,10,2,0
1030,1893,687,True,False,2024-08-09,image,Content group 687 original post about topic 9,31,6,4
1031,179,688,True,False,2024-07-09,video,Content group 688 original post about topic 32,8,2,1
1032,927,689,True,False,2024-07-17,video,Content group 689 original post about topic 22,5,1,0
1033,2595,690,True,False,2024-07-30,video,Content group 690 original post about topic 40,2,0,0
1034,2682,690,False,True,2024-08-04,image,Content group 690 copied post about topic 32,3,0,0
1035,2073,691,True,False,2024-08-20,video,Content group 691 original post about topic 38,20,3,2
1036,1474,691,False,True,2024-08-29,image,Content group 691 copied post about topic 11,38,8,4
1037,2008,691,False,True,2024-08-27,text,Content group 691 copied post about topic 35,36,9,5
1038,469,692,True,False,2024-08-24,video,Content group 692 original post about topic 2,1,0,0
1039,2728,693,True,False,2024-08-06,video,Content group 693 original post about topic 34,8,2,0
1040,331,694,True,False,2024-08-05,video,Content group 694 original post about topic 6,4,0,0
1041,826,695,True,False,2024-08-16,video,Content group 695 original post about topic 12,38,9,4
1042,1773,696,True,False,2024-08-01,image,Content group 696 original post about topic 42,11,1,1
1043,2081,697,True,False,2024-08-12,video,Content group 697 original post about topic 9,12,3,1
1044,2274,698,True,False,2024-08-08,video,Content group 698 original post about topic 20,20,3,1
1045,2711,698,False,True,2024-08-16,video,Content group 698 copied post about topic 35,12,3,0
1046,2455,698,False,True,2024-08-13,image,Content group 698 copied post about topic 39,11,2,0
1047,2775,698,False,True,2024-08-17,video,Content group 698 copied post about topic 23,17,2,1
1048,1959,699,True,False,2024-07-28,video,Content group 699 original post about topic 19,16,4,1
1049,369,700,True,False,2024-08-17,image,Content group 700 original post about topic 21,3,0,0
1050,1459,700,False,True,2024-08-25,image,Content group 700 copied post about topic 36,4,1,0
1051,1434,701,True,False,2024-08-02,image,Content group 701 original post about topic 4,10,1,1
1052,329,702,True,False,2024-07-08,text,Content group 702 original post about topic 23,10,2,0
1053,1862,703,True,False,2024-08-24,video,Content group 703 original post about topic 46,5,1,0
1054,2454,703,False,True,2024-09-01,image,Content group 703 copied post about topic 26,9,2,1
1055,108,704,True,False,2024-07-05,video,Content group 704 original post about topic 22,18,1,3
1056,2704,704,False,True,2024-07-09,image,Content group 704 copied post about topic 22,14,2,1
1057,2027,704,False,True,2024-07-05,video,Content group 704 copied post about topic 24,11,3,1
1058,2628,705,True,False,2024-07-18,video,Content group 705 original post about topic 45,17,3,1
1059,1588,706,True,False,2024-08-21,video,Content group 706 original post about topic 1,44,12,7
1060,1666,707,True,False,2024-08-18,video,Content group 707 original post about topic 29,18,2,1
1061,977,707,False,True,2024-08-25,image,Content group 707 copied post about topic 30,21,6,2
1062,426,707,False,True,2024-08-24,image,Content group 707 copied post about topic 38,25,5,3
1063,1991,707,False,True,2024-08-18,image,Content group 707 copied post about topic 49,19,4,2
1064,991,708,True,False,2024-07-18,image,Content group 708 original post about topic 2,11,1,1
1065,757,709,True,False,2024-08-02,video,Content group 709 original post about topic 16,14,3,0
1066,564,710,True,False,2024-08-02,video,Content group 710 original post about topic 8,43,8,4
1067,2586,711,True,False,2024-08-02,video,Content group 711 original post about topic 26,11,2,2
1068,1438,711,False,True,2024-08-02,video,Content group 711 copied post about topic 41,9,1,1
1069,2693,712,True,False,2024-07-02,text,Content group 712 original post about topic 18,16,3,2
1070,665,712,False,True,2024-07-06,video,Content group 712 copied post about topic 42,19,5,2
1071,180,712,False,True,2024-07-03,video,Content group 712 copied post about topic 11,17,2,1
1072,202,713,True,False,2024-07-27,video,Content group 713 original post about topic 42,9,2,0
1073,2822,713,False,True,2024-07-27,image,Content group 713 copied post about topic 30,10,1,0
1074,1792,713,False,True,2024-07-30,video,Content group 713 copied post about topic 22,8,2,0
1075,1198,713,False,True,2024-07-30,image,Content group 713 copied post about topic 40,4,1,0
1076,2699,714,True,False,2024-08-16,video,Content group 714 original post about topic 40,12,2,1
1077,2125,715,True,False,2024-07-18,image,Content group 715 original post about topic 17,10,1,0
1078,1679,716,True,False,2024-07-13,image,Content group 716 original post about topic 11,13,3,1
1079,781,717,True,False,2024-08-02,video,Content group 717 original post about topic 38,18,1,1
1080,1831,717,False,True,2024-08-05,video,Content group 717 copied post about topic 41,15,2,2
1081,2447,718,True,False,2024-07-31,text,Content group 718 original post about topic 25,12,1,0
1082,948,719,True,False,2024-07-18,image,Content group 719 original post about topic 36,23,4,2
1083,1865,720,True,False,2024-08-15,image,Content group 720 original post about topic 27,4,0,0
1084,2813,721,True,False,2024-08-12,video,Content group 721 original post about topic 9,21,2,1
1085,2895,722,True,False,2024-08-19,video,Content group 722 original post about topic 28,35,3,2
1086,2072,722,False,True,2024-08-28,video,Content group 722 copied post about topic 39,18,4,2
1087,1084,723,True,False,2024-07-22,image,Content group 723 original post about topic 37,5,1,0
1088,372,724,True,False,2024-08-08,image,Content group 724 original post about topic 10,5,0,0
1089,89,724,False,True,2024-08-12,image,Content group 724 copied post about topic 13,3,0,0
1090,399,724,False,True,2024-08-13,image,Content group 724 copied post about topic 19,6,1,0
1091,1504,725,True,False,2024-07-11,video,Content group 725 original post about topic 2,18,2,2
1092,55,726,True,False,2024-07-15,video,Content group 726 original post about topic 5,8,2,1
1093,970,726,False,True,2024-07-15,video,Content group 726 copied post about topic 24,12,2,1
1094,2378,726,False,True,2024-07-18,image,Content group 726 copied post about topic 37,6,0,1
1095,360,726,False,True,2024-07-19,image,Content group 726 copied post about topic 44,13,2,0
1096,1255,727,True,False,2024-07-11,video,Content group 727 original post about topic 8,23,4,3
1097,1875,727,False,True,2024-07-17,video,Content group 727 copied post about topic 30,9,2,1
1098,1112,727,False,True,2024-07-16,video,Content group 727 copied post about topic 4,26,4,4
1099,2499,727,False,True,2024-07-11,image,Content group 727 copied post about topic 47,14,4,0
1100,2042,728,True,False,2024-07-06,image,Content group 728 original post about topic 38,42,9,3
1101,1931,729,True,False,2024-08-21,video,Content group 729 original post about topic 10,6,1,0
1102,1072,729,False,True,2024-08-22,image,Content group 729 copied post about topic 12,8,0,1
1103,884,729,False,True,2024-08-27,image,Content group 729 copied post about topic 39,7,0,0
1104,1658,730,True,False,2024-07-09,image,Content group 730 original post about topic 25,20,3,3
1105,2577,731,True,False,2024-08-11,video,Content group 731 original post about topic 3,4,0,0
1106,2361,731,False,True,2024-08-18,image,Content group 731 copied post about topic 39,7,1,0
1107,656,732,True,False,2024-07-18,video,Content group 732 original post about topic 38,7,1,0
1108,2933,732,False,True,2024-07-21,image,Content group 732 copied post about topic 20,5,0,0
1109,2443,733,True,False,2024-08-19,video,Content group 733 original post about topic 18,20,4,3
1110,2348,733,False,True,2024-08-19,video,Content group 733 copied post about topic 36,21,2,2
1111,1810,733,False,True,2024-08-21,video,Content group 733 copied post about topic 15,12,2,2
1112,1734,733,False,True,2024-08-26,image,Content group 733 copied post about topic 1,12,3,1
1113,2298,734,True,False,2024-07-13,image,Content group 734 original post about topic 21,36,6,5
1114,621,735,True,False,2024-08-12,image,Content group 735 original post about topic 12,28,7,4
1115,438,736,True,False,2024-08-13,video,Content group 736 original post about topic 14,60,17,5
1116,1403,737,True,False,2024-08-27,video,Content group 737 original post about topic 37,20,4,1
1117,169,738,True,False,2024-08-25,video,Content group 738 original post about topic 10,23,2,2
1118,2291,738,False,True,2024-09-03,image,Content group 738 copied post about topic 7,8,1,0
1119,530,739,True,False,2024-07-19,image,Content group 739 original post about topic 44,18,1,3
1120,1789,739,False,True,2024-07-25,image,Content group 739 copied post about topic 30,11,2,2
1121,532,739,False,True,2024-07-28,image,Content group 739 copied post about topic 5,26,6,4
1122,306,740,True,False,2024-08-10,video,Content group 740 original post about topic 39,25,5,3
1123,731,740,False,True,2024-08-18,video,Content group 740 copied post about topic 7,10,2,0
1124,133,741,True,False,2024-07-15,image,Content group 741 original post about topic 8,16,4,0
